C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:18:19

dec< 0&rah >=0.5&rah< 0.75&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2507

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1547|CD-48 150                                                                                                |Star                                |00 41 13.2028297656 -47 52 03.540456876|307.7539679003665 -69.1648218138416|  30.075 -0.818   |10.19    |G0                |    ~     ~    |    1|  429.413   pc  | -12.0800    +12.0800  |ST-L    |2020AJ....160...83S
1548|HD 3947                                                                                                  |Star                                |00 41 35.9536244568 -48 08 22.836141168|307.4950476883946 -68.9013114527907|-10.655 -32.992   |9.42     |G1V               |    ~     ~    |    1|  132.991   pc  |  -0.2122     +0.2122  |paral   |2020yCat.1350....0G
1549|HD 4140                                                                                                  |High Proper Motion Star             |00 43 21.1327980864 -47 59 22.037546904|306.7226544517855 -69.0792407957493| 65.242 -24.041   |8.21     |F6V               |    ~     ~    |    1|  163.621   pc  |  -0.4980     +0.4980  |paral   |2020yCat.1350....0G
1550|HD 4212                                                                                                  |Star                                |00 44 00.3708398088 -48 16 49.917726552|306.3521843534329 -68.7983360330086| -20.017 -8.733   |9.95     |F2V               |    ~     ~    |    1|  321.110   pc  |  -5.1650     +5.1650  |ST-L    |2020AJ....160...83S
1551|HD 4055                                                                                                  |Star                                |00 42 29.6979318576 -48 29 11.182987320|306.9903085870431 -68.5712818881358|   2.970 -7.105   |8.76     |K0III/IV          |    ~     ~    |    1|  380.156   pc  |  -2.3990     +2.3990  |paral   |2020yCat.1350....0G
1552|CD-50 176                                                                                                |High Proper Motion Star             |00 43 35.5772844840 -49 34 34.038747804|306.2565639444225 -67.5014584038734| 41.731 106.989   |9.90     |F5                |    ~     ~    |    1|  123.982   pc  |  -0.7789     +0.7789  |ST-L    |2020AJ....160...83S
1553|HD 4228                                                                                                  |Star                                |00 44 14.3963178288 -49 23 09.216191472|306.0198547747227 -67.6991799064018|  37.154 -0.687   |6.86     |A3V               |    ~     ~    |    1|  117.202   pc  |  -0.3283     +0.3283  |paral   |2020yCat.1350....0G
1554|HD 4251                                                                                                  |Star                                |00 44 21.5720863536 -49 42 23.518075608|305.9083167449148 -67.3807928958898|   -0.238 7.475   |7.705    |A0/1V             |    ~     ~    |    1|  307.958   pc  |  -2.4468     +2.4468  |paral   |2020yCat.1350....0G
1555|CD-48 160                                                                                                |Double or Multiple Star             |00 43 13.8277255032 -47 21 31.061090016|306.9417664194028 -69.7056722361617|   13.338 8.682   |10.741   |~                 |    ~     ~    |    1|  345.690   pc  |  -7.5020     +7.5020  |ST-L    |2020AJ....160...83S
1556|CD-50 178                                                                                                |Spectroscopic Binary                |00 43 59.9503608168 -49 28 49.133331192|306.1039559765670 -67.6020974205208|    3.024 1.637   |10.864   |~                 |    ~     ~    |    1| 1027.420   pc  | -42.5200    +42.5200  |ST-L    |2020AJ....160...83S
1557|CD-49 179                                                                                                |Star                                |00 44 18.0887881117 -48 46 15.623631400|306.1150343166337 -68.3131155714101| 33.960 -11.642   |10.341   |~                 |    ~     ~    |    1|  147.716   pc  | -45.4800    +45.4800  |ST-L    |2020AJ....160...83S
1558|CD-48 168                                                                                                |Star                                |00 44 04.3695916440 -47 22 02.095423824|306.5298622828977 -69.7095184222100| -14.843 -0.309   |10.25    |~                 |    ~     ~    |    1| 1100.830   pc  | -58.7100    +58.7100  |ST-L    |2020AJ....160...83S
1559|TYC 8027-157-1                                                                                           |Star                                |00 39 54.6291933528 -47 41 32.832847896|308.4290480104328 -69.3125725933600|  -3.236 -8.529   |10.86    |~                 |    ~     ~    |    1| 1017.915   pc  | -15.5423    +15.5423  |paral   |2020yCat.1350....0G
1560|TYC 8027-278-1                                                                                           |Star                                |00 40 51.0515739408 -47 32 15.230029704|308.0356953542625 -69.4856360944923|  13.520 -8.349   |10.94    |~                 |    ~     ~    |    1|  543.922   pc  |  -4.4082     +4.4082  |paral   |2020yCat.1350....0G
1561|TYC 8027-416-1                                                                                           |Star                                |00 43 39.6972768792 -47 54 17.559483876|306.5983121189785 -69.1679786111260|   8.883 -2.669   |10.979   |~                 |    ~     ~    |    1|  289.141   pc  |  -4.4380     +4.4380  |ST-L    |2020AJ....160...83S
1562|TYC 8027-997-1                                                                                           |Star                                |00 42 24.1436709936 -49 40 18.543354312|306.7361037691240 -67.3896418192901| -5.541 -11.152   |10.83    |~                 |    ~     ~    |    1|  276.595   pc  |  -1.4000     +1.4000  |paral   |2020yCat.1350....0G
1563|CD-47 167                                                                                                |Star                                |00 37 08.2179033840 -47 14 44.104395588|309.9365157223041 -69.6876926318620| 32.204 -25.660   |10.323   |F8                |    ~     ~    |    1|  232.221   pc  |  -3.4860     +3.4860  |ST-L    |2020AJ....160...83S
1564|HD 3461                                                                                                  |Star                                |00 37 09.8047956336 -47 15 50.384162412|309.9152940950008 -69.6702343134276|   29.022 8.432   |8.77     |G8III             |    ~     ~    |    1|  390.900   pc  |  -2.6435     +2.6435  |paral   |2020yCat.1350....0G
1565|CD-47 171                                                                                                |Star                                |00 37 28.6435337304 -47 13 46.875405540|309.7792960712164 -69.7125235080945| -25.734 -2.958   |10.74    |G0                |    ~     ~    |    1|  313.794   pc  |  -2.2450     +2.2450  |paral   |2020yCat.1350....0G
1566|HD 4066                                                                                                  |Star                                |00 42 36.5001467376 -47 11 36.278187936|307.2914770947374 -69.8600314466238|   7.954 14.161   |8.39     |K1III/IV          |    ~     ~    |    1|  496.722   pc  |  -4.9100     +4.9100  |paral   |2020yCat.1350....0G
1567|CD-45 181                                                                                                |High Proper Motion Star             |00 35 51.4852272504 -45 01 07.249076436|311.7944845166351 -71.8405121776917|  46.205 48.157   |10.209   |~                 |    ~     ~    |    1|  185.015   pc  |  -2.0370     +2.0370  |ST-L    |2020AJ....160...83S
1568|HD 3339                                                                                                  |Star                                |00 36 02.4450496320 -44 47 16.853019144|311.8365468108995 -72.0730698719525|  36.343 -7.682   |9.92     |G3V               |    ~     ~    |    1|  167.906   pc  |  -0.4060     +0.4060  |paral   |2020yCat.1350....0G
