C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST06:17:40

Vmag< 11&dec >=0&rah >=17.5&rah< 17.75
--------------------------------------

Number of objects : 4781

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------
721 |HD 238726                                                             |Star                           |17 36 30.2903255736 +54 58 26.548615452|082.8002173050201 +32.5104638768278|  15.678 44.401   |9.73     |F5             |    ~     ~    
722 |HD 238727                                                             |Spectroscopic Binary           |17 36 42.3448633152 +55 23 02.559212772|083.2871848910589 +32.4944498422233|   -4.876 8.437   |10.10    |G0             |    ~     ~    
723 |HD 160520                                                             |High Proper Motion Star        |17 37 14.2227827280 +55 44 27.825668232|083.7126376989116 +32.4293267788352| -52.993 37.321   |7.04     |K0             |    ~     ~    
724 |HD 238731                                                             |Star                           |17 38 54.4715783352 +55 33 27.727459236|083.5043952107862 +32.1880918684349|   3.814 18.553   |9.72     |K7             |    ~     ~    
725 |HD 161501                                                             |Star                           |17 42 44.5145885256 +55 37 43.523952276|083.6143305962324 +31.6498628857670|    8.154 4.337   |8.40     |K0             |    ~     ~    
726 |HD 238741                                                             |Star                           |17 43 16.2285588000 +55 09 52.795926540|083.0746486475850 +31.5512431324570|   8.357 -8.290   |9.80     |G0             |    ~     ~    
727 |HD 159387                                                             |Star                           |17 31 26.8743969120 +54 21 20.806282044|082.0406103810637 +33.2244449823588| -14.874 12.742   |7.20     |A0             |    ~     ~    
728 |HD 159465                                                             |High Proper Motion Star        |17 31 49.1294761872 +54 21 58.793508216|082.0546747679142 +33.1706657245853|  52.730 51.228   |8.12     |K0             |    ~     ~    
729 |HD 234455                                                             |Star                           |17 32 43.9670044176 +54 13 31.604267028|081.8906168676301 +33.0337613402770|   9.174 -8.799   |9.54     |G0             |    ~     ~    
730 |BD+54 1894                                                            |Star                           |17 34 52.5921553368 +54 43 44.233560732|082.5006566916402 +32.7370336763085|  -4.782 19.818   |10.20    |F0             |    ~     ~    
731 |HD 234469                                                             |Double or Multiple Star        |17 38 45.1856910528 +54 06 07.876987848|081.7853393309791 +32.1484548326157|  -0.727 12.760   |9.95     |F8             |0.0083  0.0    
732 |HD 234471                                                             |Star                           |17 39 54.6832186416 +54 22 31.905242580|082.1176239049605 +31.9933133536762| -11.131 38.357   |9.28     |G5             |    ~     ~    
733 |BD+54 1903                                                            |Star                           |17 40 38.6138498688 +54 45 57.938578020|082.5836373460289 +31.9070227673890|    1.424 0.274   |9.92     |K0             |    ~     ~    
734 |V* AO Dra                                                             |Mira Variable                  |17 36 40.3916213208 +54 51 38.637665928|082.6669169756203 +32.4824673797334|  -0.985 -0.594   |10.68    |M3-4III:e      |    ~     ~    
735 |TYC 3893-106-1                                                        |Star                           |17 36 21.7077432912 +54 25 47.987475024|082.1546053532101 +32.5117709807423|   -5.859 7.636   |10.56    |~              |    ~     ~    
736 |BD+54 1888                                                            |Star                           |17 31 26.2374653064 +53 57 07.005703788|081.5579817977877 +33.2161976890173| -8.898 -32.332   |9.99     |K2             |    ~     ~    
737 |BD+53 1957                                                            |Star                           |17 30 51.7122172152 +53 34 41.034775332|081.1082461867825 +33.2908429590763|  -3.778 -1.655   |10.65    |F2             |    ~     ~    
738 |HD 234467                                                             |Spectroscopic Binary           |17 37 55.7553040704 +53 23 02.348405988|080.9302721214603 +32.2322060498351| 30.747 -10.155   |9.70     |F8             |    ~     ~    
739 |HD 160759                                                             |Star                           |17 38 46.2133872216 +53 39 57.668371956|081.2711250861483 +32.1229719833264|  -8.444 15.382   |8.82     |G5             |    ~     ~    
740 |HD 234474                                                             |Star                           |17 40 52.5987504888 +53 21 27.369735624|080.9305442967436 +31.7917887434049|  -0.961 -9.949   |9.95     |F8             |    ~     ~    
741 |HD 161318                                                             |Star                           |17 41 58.3895227992 +53 26 44.928261672|081.0468686795637 +31.6346265609665|    0.599 3.389   |9.170    |A2             |    ~     ~    
742 |NAME Alruba                        HD 161693                          |Star                           |17 43 59.1688824432 +53 48 06.146004348|081.4876951306412 +31.3617504445945| 18.401 -17.001   |5.760    |A2V            |    ~     ~    
743 |TYC 3888-89-1                                                         |Spectroscopic Binary           |17 30 34.9393680144 +54 13 25.014947052|081.8793372339017 +33.3479195285482|  -4.615 30.440   |10.03    |~              |    ~     ~    
744 |TYC 3888-321-1                                                        |Star                           |17 30 02.1706147032 +54 05 38.246817912|081.7221472239273 +33.4252254383585|-15.221 -24.855   |10.66    |~              |    ~     ~    
745 |TYC 3888-1490-1                                                       |Star                           |17 32 10.6787135808 +54 03 17.350218432|081.6843705752987 +33.1102101308459|  -7.372 13.126   |10.79    |~              |    ~     ~    
746 |TYC 3888-1504-1                                                       |Star                           |17 32 21.6430553688 +53 58 21.791176104|081.5873332577505 +33.0810169188782| 38.982 -24.153   |10.08    |~              |    ~     ~    
747 |TYC 3888-1506-1                                                       |Star                           |17 33 02.0537899224 +54 07 06.270216960|081.7645594957199 +32.9865524640577|  -7.876 -7.660   |10.21    |~              |    ~     ~    
748 |TYC 3888-1592-1                                                       |Star                           |17 31 24.2673246000 +53 48 25.498966428|081.3847326689029 +33.2170761449830| -28.421 21.407   |10.63    |~              |    ~     ~    
749 |TYC 3888-1626-1                                                       |Star                           |17 33 01.7263753152 +53 48 54.104173920|081.4030480138598 +32.9776664740720|    9.841 8.675   |10.68    |~              |    ~     ~    
