C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST07:20:27

Vmag< 11&dec >=0&rah >=23.25&rah< 23.5
--------------------------------------

Number of objects : 4862

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |     spec. type      |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|---------------------|---------------
4553|TYC 3640-1543-1                                                       |Star                           |23 16 55.5035991504 +47 59 19.883793732|107.0188460215533 -11.9412404814946|  -0.130 -1.466  |10.98    |~                    |    ~     ~    
4554|TYC 3640-1774-1                                                       |Star                           |23 19 12.6665381424 +47 21 36.091569384|107.1538718489727 -12.6665723965656|    5.485 2.951  |10.86    |~                    |    ~     ~    
4555|TYC 3641-553-1                                                        |Star                           |23 28 26.7909644208 +48 12 36.047296116|108.9443837384021 -12.3949427458030|  -2.123 -3.188  |10.63    |~                    |    ~     ~    
4556|TYC 3641-901-1                                                        |Star                           |23 28 55.1950245024 +48 08 24.260634132|108.9978387781833 -12.4865706315501|   -5.434 2.944  |10.95    |~                    |    ~     ~    
4557|TYC 3641-1158-1                                                       |Star                           |23 28 43.0473064584 +47 10 59.671802712|108.6484957334326 -13.3814239181694|  -2.534 -2.105  |10.98    |~                    |    ~     ~    
4558|TYC 3641-1807-1                                                       |Star                           |23 29 53.9796100200 +48 12 16.886816352|109.1775135489136 -12.4774967525808|  -3.296 -3.722  |10.95    |~                    |    ~     ~    
4559|TYC 3641-1851-1                                                       |Star                           |23 29 14.7670913736 +47 39 33.663078288|108.8928032413792 -12.9594184643313|  -6.078 -6.175  |10.95    |~                    |    ~     ~    
4560|TYC 3644-21-1                                                         |Star                           |23 18 08.2416032376 +49 59 55.314981852|107.9475683675224 -10.1389721390376|  -4.591 -8.859  |10.94    |~                    |    ~     ~    
4561|TYC 3644-52-1                                                         |Star                           |23 15 44.0077066680 +50 17 30.349953564|107.6908419301194 -09.7263423933778|  -0.282 -1.396  |10.65    |~                    |    ~     ~    
4562|TYC 3644-249-1                                                        |Spectroscopic Binary           |23 15 41.9684455536 +49 58 31.718561952|107.5680593872829 -10.0186341543064|  -3.520 -5.389  |10.78    |~                    |    ~     ~    
4563|TYC 3644-293-1                                                        |Star                           |23 23 22.7495057784 +49 37 17.132733516|108.6196937047908 -10.7875108556227| -4.622 -20.446  |10.32    |~                    |    ~     ~    
4564|TYC 3644-470-1                                                        |Star                           |23 19 49.3150443696 +50 34 08.547913236|108.4083568325115 -09.7011601240916| -11.667 -2.506  |10.98    |~                    |    ~     ~    
4565|TYC 3644-577-1                                                        |Star                           |23 18 13.2457806432 +49 52 29.616192660|107.9152800080808 -10.2593797131955|-41.742 -25.229  |10.64    |~                    |    ~     ~    
4566|TYC 3644-959-1                                                        |Star                           |23 17 31.6631654400 +49 28 08.159208168|107.6605839176718 -10.5979528444077|    4.159 0.404  |10.86    |~                    |    ~     ~    
4567|TYC 3644-1198-1                                                       |Star                           |23 22 27.2557087296 +50 03 27.172081656|108.6283946327788 -10.3266783929344|    6.657 5.954  |10.66    |~                    |    ~     ~    
4568|TYC 3644-1295-1                                                       |Star                           |23 22 32.8693218576 +49 58 54.209671680|108.6163606501371 -10.4030645395253|   1.039 -0.524  |10.83    |~                    |    ~     ~    
4569|TYC 3644-1362-1                                                       |Star                           |23 15 56.0128878216 +50 14 28.320084060|107.7022645834870 -09.7850991200521|  -4.375 -0.304  |10.58    |~                    |    ~     ~    
4570|TYC 3644-1450-1                                                       |Spectroscopic Binary           |23 18 34.4188035456 +50 00 45.320782212|108.0191258221520 -10.1510380486616|  -0.190 -4.478  |10.96    |~                    |    ~     ~    
4571|TYC 3644-1749-1                                                       |Star                           |23 23 08.5790563512 +49 28 11.755319772|108.5305481462260 -10.9169433475156|  -6.553 -3.857  |10.98    |~                    |    ~     ~    
4572|TYC 3644-1769-1                                                       |Star                           |23 25 40.0300893288 +48 49 16.736479896|108.7044382498099 -11.6666179288151|  -4.040 -1.340  |10.98    |~                    |    ~     ~    
4573|TYC 3644-2072-1                                                       |Star                           |23 20 30.3371575488 +48 47 18.831201540|107.8777900315692 -11.4071175233011|   0.941 -3.027  |10.32    |~                    |    ~     ~    
4574|TYC 3645-874-1                                                        |Star                           |23 29 38.0150426928 +49 07 09.823209384|109.4318339240818 -11.5961625739236|   3.563 -3.814  |10.50    |~                    |    ~     ~    
4575|TYC 3645-894-1                                                        |Star                           |23 28 20.7191792280 +49 17 06.345874176|109.2824287895671 -11.3718806560837|    3.145 0.018  |10.67    |~                    |    ~     ~    
4576|TYC 3645-926-1                                                        |Star                           |23 26 15.5544155856 +49 04 51.583234764|108.8857950685235 -11.4537503672109|    4.655 2.423  |10.44    |~                    |    ~     ~    
4577|TYC 3645-1494-1                                                       |Star                           |23 27 42.8308238952 +49 18 28.794015000|109.1906041744582 -11.3169418048761|  -2.415 -2.171  |10.97    |~                    |    ~     ~    
4578|TYC 3645-2190-1                                                       |Star                           |23 27 49.5627641784 +49 24 13.597600644|109.2398714331164 -11.2322488218947|  -4.616 -3.116  |10.78    |~                    |    ~     ~    
4579|TYC 3648-239-1                                                        |Star                           |23 16 43.7537748432 +52 26 13.152488280|108.6262257102042 -07.7842967606376|  -2.162 -3.363  |10.66    |~                    |    ~     ~    
4580|NSV 14559                                                             |Variable Star                  |23 26 05.4195293520 +52 18 12.052608624|109.9348413924871 -08.4014136619935|  -5.717 -2.143  |10.38    |~                    |    ~     ~    
4581|TYC 3648-593-1                                                        |Star                           |23 21 36.6428116896 +52 06 52.856911980|109.2174191088067 -08.3489117054796|  19.219 -6.563  |9.98     |~                    |    ~     ~    
4582|TYC 3648-1034-1                                                       |Star                           |23 15 41.2330732488 +50 48 59.488149096|107.8786477236712 -09.2353089636600|   1.611 -5.147  |10.43    |~                    |    ~     ~    
