C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST05:55:11

Vmag< 11&dec< 0&rah >=14.75&rah< 15.0
-------------------------------------

Number of objects : 5804

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |  spec. type   |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|---------------|---------------
5644|TYC 5590-642-1                                                        |Star                           |14 52 54.7608687864 -14 57 16.005679488|341.6280880004105 +38.6234143573128|  10.545 -5.831    |10.74    |~              |    ~     ~    
5645|BD-14 4062                                                            |High Proper Motion Star        |14 53 58.2862101768 -14 48 20.578126896|342.0052472110385 +38.5968945850720| -66.839 14.992    |10.241   |~              |    ~     ~    
5646|BD-13 3982                                                            |Star                           |14 48 09.9064716864 -14 30 45.299063916|340.7364844727980 +39.6405405537028| -8.166 -12.873    |10.532   |~              |    ~     ~    
5647|HD 130222                                                             |Star                           |14 47 11.2351375584 -13 49 38.883988380|340.9856179163731 +40.3399200533499| 15.800 -19.286    |9.56     |F7V            |    ~     ~    
5648|HD 131160                                                             |Star                           |14 52 12.4197742200 -13 30 18.661070520|342.5331789105122 +39.9034934748576|  -49.204 1.412    |7.80     |F0/2V          |    ~     ~    
5649|BD-12 4154                                                            |Star                           |14 52 18.4484773440 -12 48 07.310425032|343.0985078336576 +40.4589000131761|  -6.645 -5.489    |10.92    |~              |    ~     ~    
5650|HD 130325                                                             |High Proper Motion Star        |14 47 54.9517110336 -12 50 24.033359292|341.9196469550954 +41.0505597101243| 50.573 -93.773    |6.32     |K1IIICN0.5     |    ~     ~    
5651|HD 130687                                                             |Star                           |14 49 57.7563344160 -12 45 07.918250652|342.5259105427955 +40.8338359406773| -23.070 -1.188    |9.79     |K5(III)        |    ~     ~    
5652|HD 130324                                                             |High Proper Motion Star        |14 47 51.7505346576 -12 33 27.041023584|342.1213798510213 +41.2891262701765|-60.016 -35.692    |9.985    |F7V            |    ~     ~    
5653|BD-13 4033                                                            |Star                           |14 59 33.7281317640 -14 13 01.924789908|343.8428103004504 +38.2722631506155|-18.549 -32.231    |10.00    |~              |    ~     ~    
5654|TYC 5586-88-1                                                         |Star                           |14 52 50.4723231384 -11 21 12.684632508|344.3791115062770 +41.5457671207262|  -10.528 6.737    |10.92    |~              |    ~     ~    
5655|BD-09 4044                                                            |Star                           |14 59 20.0670672792 -10 19 50.514810420|346.8961745392467 +41.3727901829285|-28.815 -16.265    |10.81    |~              |    ~     ~    
5656|HD 129923                                                             |High Proper Motion Star        |14 45 39.3425937456 -11 25 21.636126444|342.4083495774401 +42.5274601821728|55.119 -118.653    |8.11     |G8IV           |    ~     ~    
5657|TYC 5573-243-1                                                        |Star                           |14 46 35.1904461192 -11 31 46.745323464|342.5765302341849 +42.3082939829870|   4.659 -7.580    |10.59    |~              |    ~     ~    
5658|TYC 5573-205-1                                                        |Star                           |14 46 25.9736212320 -11 31 16.505261184|342.5416277796240 +42.3369396629315|-27.271 -18.932    |10.914   |~              |    ~     ~    
5659|BD-09 4008                                                            |Star                           |14 50 42.5166112320 -10 24 54.248407848|344.5753539923097 +42.6104683460050| -38.874 -6.454    |9.78     |K0             |    ~     ~    
5660|BD-09 4010                                                            |Star                           |14 51 11.4523551552 -10 24 53.362572552|344.7041275915122 +42.5392733553690| -42.323 -8.492    |9.885    |~              |    ~     ~    
5661|BD-09 4042                                                            |Spectroscopic Binary           |14 58 55.2139109160 -09 42 53.856127044|347.3090707884916 +41.9153127532544|  -2.715 -0.725    |10.557   |~              |    ~     ~    
5662|BD-08 3874                                                            |Star                           |14 58 33.9645411360 -09 25 26.680595988|347.4655900210557 +42.1958998338494|  -2.777 -0.960    |10.637   |~              |    ~     ~    
5663|BD-08 3852                                                            |Star                           |14 53 26.7555595320 -09 32 42.907316604|346.0247087118159 +42.8899951902084|  -12.420 4.364    |10.945   |~              |    ~     ~    
5664|BD-08 3832                                                            |High Proper Motion Star        |14 46 54.9089529744 -09 04 50.931028848|344.6495168687248 +44.2386284379183| 22.745 -44.550    |10.80    |~              |    ~     ~    
5665|HD 131271                                                             |Star                           |14 52 53.6382016680 -08 41 44.300637060|346.6001319378090 +43.6415551529361| -10.511 24.041    |7.84     |F5/6V          |    ~     ~    
5666|HD 132298                                                             |Star                           |14 58 35.0582741952 -08 43 02.816840676|348.0790756032754 +42.7386273511805| -27.935 11.391    |7.07     |K1III          |    ~     ~    
5667|BD-07 3930                                                            |Star                           |14 57 55.8313157880 -08 13 00.489913212|348.3467130475908 +43.2269388228804|-14.237 -22.964    |10.381   |~              |    ~     ~    
5668|TYC 4999-203-1                                                        |Star                           |14 57 01.2532662912 -06 01 06.060469476|350.0933906635779 +45.0471828908033|  0.176 -19.181    |10.58    |~              |    ~     ~    
5669|TYC 4998-130-1                                                        |High Proper Motion Star        |14 51 14.2403810424 -06 14 29.219347068|348.3256010089679 +45.8070714932107|  -49.459 6.047    |10.90    |~              |    ~     ~    
5670|TYC 4995-390-1                                                        |Star                           |14 55 29.1354227280 -04 34 07.274192412|351.0537700466221 +46.3881001569140|  19.603 -8.946    |10.77    |~              |    ~     ~    
5671|BD-02 3908                                                            |Star                           |14 52 50.1429222624 -03 19 31.912251024|351.5477360412043 +47.7552296292996|  -5.362 12.762    |9.78     |G8III          |    ~     ~    
